id,name,type,typecode,location_x,location_y,adname
B000AA420F,那家小馆(大兴店),餐饮服务;中餐厅;中餐厅,50100,116.344092,39.765335,大兴区
B0FFF4T3O0,小吊梨汤(新奥购物中心),餐饮服务;中餐厅;北京菜,50111,116.394273,39.999918,朝阳区
B000A849KF,九十九顶毡房(清河店),餐饮服务;中餐厅;特色/地方风味餐厅,50118,116.367904,40.040336,海淀区
B000A87EYN,京味斋(小西天店),餐饮服务;中餐厅;北京菜,50111,116.361727,39.95513,海淀区
B0FFFAAECJ,小吊梨汤(白石桥店),餐饮服务;中餐厅;北京菜,50111,116.321833,39.935002,海淀区
B000A8186O,满朋轩餐厅,餐饮服务;中餐厅;清真菜馆,50121,116.406967,39.871676,东城区
B000A81J67,那家小馆(建国门店),餐饮服务;中餐厅;中餐厅,50100,116.447177,39.907225,朝阳区
B000A81K31,全聚德(清华园店),餐饮服务;中餐厅;北京菜,50111,116.330347,39.994045,海淀区
B000A87HTT,四季民福(灯市口店),餐饮服务;中餐厅;北京菜,50111,116.408734,39.918353,东城区
B000A7YGZ8,素心小筑(后沙裕镇店),餐饮服务;中餐厅;中餐厅,50100,116.513645,40.102731,顺义区
B000A8WBS1,辣尚瘾(五道口店),餐饮服务;中餐厅;中餐厅,50100,116.32397,39.99209,海淀区
B0FFFQ7U49,TIAGO(颐堤港),餐饮服务;外国餐厅;意式菜品餐厅,50205,116.492001,39.970729,朝阳区
B0FFFW6XB4,吉乡三宝(密云店),餐饮服务;中餐厅;中餐厅,50100,116.820705,40.365976,密云区
B0FFFHBDYS,西贝莜面村,餐饮服务;中餐厅;西北菜,50115,116.29048,39.997849,海淀区
B000A7Q3QL,匹夫涮肉城(清源西路店),餐饮服务;中餐厅;火锅店,50117,116.321131,39.74398,大兴区
B000A8WY8N,汤城小厨(北京银泰中心in01),餐饮服务;中餐厅;广东菜(粤菜),50103,116.459625,39.9073,朝阳区
B000AA3S3F,来顺居老北京炸酱面(北清路店),餐饮服务;中餐厅;特色/地方风味餐厅,50118,116.243259,40.072316,海淀区
B000A80WKG,宏源南门涮肉(天坛店),餐饮服务;中餐厅;火锅店,50117,116.413541,39.873864,东城区
B0FFG9V1R9,四季民福烤鸭店(故宫店),餐饮服务;中餐厅;北京菜,50111,116.402895,39.914624,东城区
B000A87K1D,提香源海鲜酒楼(东方普罗旺斯店),餐饮服务;中餐厅;海鲜酒楼,50119,116.453088,40.119239,昌平区
B000A84GO6,紫光园(通州店),餐饮服务;中餐厅;清真菜馆,50121,116.677257,39.894903,通州区
B000A9ONPA,牛街满恒记,餐饮服务;中餐厅;火锅店,50117,116.367652,39.93208,西城区
B000A8WB65,四季民福烤鸭店(东四十条店),餐饮服务;中餐厅;特色/地方风味餐厅,50118,116.430142,39.933956,东城区
B000A9PFM6,将太无二(凯德MALL西直门店),餐饮服务;外国餐厅;日本料理,50202,116.352886,39.941714,西城区
B0FFFADJGL,柳沟豆腐宴64号院,餐饮服务;中餐厅;中餐厅,50100,116.101341,40.444371,延庆区
B000A87R2H,木屋烧烤(欢乐谷店),餐饮服务;中餐厅;特色/地方风味餐厅,50118,116.500957,39.872734,朝阳区
B000A7RYT5,海底捞火锅(望京店),餐饮服务;中餐厅;火锅店,50117,116.484396,39.989924,朝阳区
B000A84P7D,好伦哥(天坛东门店),餐饮服务;快餐厅;快餐厅,50300,116.420529,39.883034,东城区
B000A8VX4G,小吊梨汤(团结湖店),餐饮服务;中餐厅;中餐厅,50100,116.464016,39.929201,朝阳区
B000A87GBD,海底捞火锅(紫竹桥店),餐饮服务;中餐厅;火锅店,50117,116.305095,39.944709,海淀区
B000A87GUF,眉州东坡酒楼(中关村店),餐饮服务;中餐厅;四川菜(川菜),50102,116.316308,39.977682,海淀区
B000AAASUB,金百万烤鸭(良乡政通店),餐饮服务;中餐厅;中餐厅,50100,116.137129,39.746985,房山区
B000A8VODP,淮扬府(安定门店),餐饮服务;中餐厅;江苏菜,50105,116.408643,39.953928,东城区
B000A96U1D,望湘园(永旺店),餐饮服务;中餐厅;湖南菜(湘菜),50108,116.289391,40.096415,昌平区
B0FFF35K7Z,TRB Hutong,餐饮服务;外国餐厅;法式菜品餐厅,50204,116.403562,39.927573,东城区
B000A808IO,沸腾鱼乡(知春路分店),餐饮服务;中餐厅;四川菜(川菜),50102,116.3461,39.9767,海淀区
B000A8VUEX,高兴火锅(知春路店),餐饮服务;中餐厅;火锅店,50117,116.345746,39.975623,海淀区
B0FFG8ASMY,站点比萨(永旺梦乐城店),餐饮服务;外国餐厅;西餐厅(综合风味),50201,116.292489,39.817419,丰台区
B0FFFR4KKT,楼上楼茶餐厅(北邮店),餐饮服务;快餐厅;茶餐厅,50305,116.359003,39.963342,海淀区
B0FFFAHQ37,海底捞火锅(天通苑店),餐饮服务;中餐厅;火锅店,50117,116.415396,40.070249,昌平区
B0FFFZCGIK,海底捞火锅(亦庄力宝店),餐饮服务;中餐厅;火锅店,50117,116.501278,39.805042,大兴区
B0FFG6TB31,滇越乘象云南餐厅(次渠店),餐饮服务;中餐厅;云贵菜,50114,116.569766,39.803991,通州区
B000AA3YM8,花马天堂云南餐厅(前门东大街),餐饮服务;中餐厅;云贵菜,50114,116.40206,39.901861,东城区
B000A8UE76,摸错门牛肚火锅(房山良乡店),餐饮服务;中餐厅;火锅店,50117,116.13865,39.73538,房山区
B000A83BNF,全聚德烤鸭店(天安门店),餐饮服务;中餐厅;北京菜,50111,116.3999,39.901424,东城区
B0FFG8WXYC,花溪渔香,餐饮服务;中餐厅;海鲜酒楼,50119,116.864412,40.474149,密云区
B000A7X7SX,天厨妙香素食(清华店),餐饮服务;中餐厅;中式素菜馆,50120,116.329183,39.995194,海淀区
B0FFGSS1IU,鱼师傅,餐饮服务;中餐厅;中餐厅,50100,116.558669,40.400321,怀柔区
B0FFF49I8Q,巴依老爷新疆美食(清华东门店),餐饮服务;中餐厅;清真菜馆,50121,116.335565,39.997133,海淀区
B000A883C2,同顺斋食府,餐饮服务;中餐厅;清真菜馆,50121,116.065183,39.636,房山区
B000A7X7SX,天厨妙香素食(清华店),餐饮服务;中餐厅;中式素菜馆,50120,116.329183,39.995194,海淀区
B0FFGSS1IU,鱼师傅,餐饮服务;中餐厅;中餐厅,50100,116.558669,40.400321,怀柔区
B0FFF49I8Q,巴依老爷新疆美食(清华东门店),餐饮服务;中餐厅;清真菜馆,50121,116.335565,39.997133,海淀区
B000A883C2,同顺斋食府,餐饮服务;中餐厅;清真菜馆,50121,116.065183,39.636,房山区
B0FFGCXVV0,川骄海鲜自助(万豪店),餐饮服务;中餐厅;海鲜酒楼,50119,116.43431,39.904309,东城区
B000A8418U,多福居(饶乐府店),餐饮服务;中餐厅;中餐厅,50100,116.002307,39.701284,房山区
B000A8W54B,铁木真烧烤涮自助城(西三旗店),餐饮服务;中餐厅;特色/地方风味餐厅,50118,116.329191,40.057641,昌平区
B000A8WEQQ,东北锅台鱼,餐饮服务;中餐厅;东北菜,50113,116.457398,40.200195,昌平区
B000AA1ZFL,木屋烧烤(台湾街店),餐饮服务;中餐厅;特色/地方风味餐厅,50118,116.239537,39.90419,石景山区
B000A9OP4L,老北京褡裢火烧(文化新大街),餐饮服务;中餐厅;北京菜,50111,116.544279,39.897969,朝阳区
B0FFFLJLW8,蝎王府羊蝎子火锅(虎坊路),餐饮服务;中餐厅;火锅店,50117,116.385069,39.888559,西城区
B0FFF63TX1,汉丽轩(马驹桥店),餐饮服务;外国餐厅;韩国料理,50203,116.545624,39.759405,通州区
B000AA2125,老成都家常菜(百子湾路),餐饮服务;中餐厅;四川菜(川菜),50102,116.485794,39.900837,朝阳区
B0FFG8PM13,悦融-精致中菜(金融街店),餐饮服务;中餐厅;海鲜酒楼,50119,116.35956,39.915957,西城区
B000A87AT7,金真子自助烤肉,餐饮服务;中餐厅;特色/地方风味餐厅,50118,116.332138,40.078662,昌平区
B000ABCOUM,望湖烤鱼,餐饮服务;中餐厅;特色/地方风味餐厅,50118,117.31912,40.187104,平谷区
B000A8VWES,海底捞火锅(王府井店)(暂停营业),餐饮服务;中餐厅;火锅店,50117,116.411835,39.916047,东城区
B000A7PX49,龙源餐饮有限公司,餐饮服务;中餐厅;综合酒楼,50101,115.938512,39.685246,房山区
B000A9Z13L,斋香园素食(安贞里店),餐饮服务;中餐厅;中式素菜馆,50120,116.396422,39.972808,朝阳区
B0FFFAJTVL,红蕃茄(北京阜成路店),餐饮服务;中餐厅;湖北菜(鄂菜),50112,116.298504,39.925166,海淀区
B000A886VQ,站点比萨(北大分店),餐饮服务;外国餐厅;西餐厅(综合风味),50201,116.303427,39.997676,海淀区
B000A8UKW8,四季民福炸酱面,餐饮服务;中餐厅;中餐厅,50100,116.397439,39.897056,西城区
B0FFGCXK4N,意塔意大利,餐饮服务;外国餐厅;意式菜品餐厅,50205,116.517153,39.786946,大兴区
B000A8W9L9,玫瑰花园自助烤肉(青年路店),餐饮服务;中餐厅;特色/地方风味餐厅,50118,116.516494,39.933846,朝阳区
B0FFFAEON5,优尔自助烤肉(北二环店),餐饮服务;中餐厅;特色/地方风味餐厅,50118,117.110892,40.149899,平谷区
B0FFFAFBAY,海拉尔蒙古包,餐饮服务;中餐厅;特色/地方风味餐厅,50118,116.232933,39.769811,房山区
B0FFGLZEWK,火烧云,餐饮服务;中餐厅;云贵菜,50114,116.462879,39.921089,朝阳区
B0FFFHZMMG,阿田大虾(五道口店)(装修中),餐饮服务;中餐厅;海鲜酒楼,50119,116.32491,39.99217,海淀区
B000A856Q4,大锅台鱼馆,餐饮服务;中餐厅;海鲜酒楼,50119,116.144547,39.760123,房山区
B0FFFAEJWF,汉丽轩海鲜火锅烤肉自助(梨园店),餐饮服务;外国餐厅;韩国料理,50203,116.66556,39.876154,通州区
B000A87L93,永和大王(机场店)(暂停营业),餐饮服务;快餐厅;永和豆浆,50304,116.59266,40.079624,朝阳区
B000AAETV3,鼎极轩自助烤肉(小营店),餐饮服务;中餐厅;特色/地方风味餐厅,50118,116.426576,39.994006,朝阳区
B000A7E0UB,渝信川菜(长安店),餐饮服务;中餐厅;四川菜(川菜),50102,116.430586,39.909695,东城区
B0FFG5A0AR,艎海传奇海鲜自助(丰联广场),餐饮服务;中餐厅;海鲜酒楼|餐饮服务;中餐厅;火锅店,050119|050117,116.438489,39.923541,朝阳区
B000A8UDST,沙县小吃(荣华中路店),餐饮服务;中餐厅;特色/地方风味餐厅,50118,116.502014,39.80176,大兴区
B000A9OL0R,汉斯特自助烤肉(良乡店),餐饮服务;中餐厅;特色/地方风味餐厅,50118,116.141697,39.734827,房山区
B0FFFHWLAW,肯德基(首都机场3店),餐饮服务;快餐厅;肯德基,50301,116.615334,40.057145,顺义区
B0FFF2UBYE,淳朴人家,体育休闲服务;休闲场所;休闲场所|餐饮服务;中餐厅;中餐厅,080500|050100,116.027684,40.542138,延庆区
B000A81AIJ,羊大爷涮肉(太舟坞店),餐饮服务;中餐厅;火锅店,50117,116.203059,40.04026,海淀区
B0FFFA2D4W,比亚森啤酒健康烤肉(顺义店),餐饮服务;中餐厅;特色/地方风味餐厅,50118,116.648841,40.126756,顺义区
B000A881HA,迎宾饭庄(密三路),餐饮服务;中餐厅;中餐厅,50100,117.008716,40.054291,平谷区
B000A85ZVV,林江纯正驴肉馆,餐饮服务;中餐厅;特色/地方风味餐厅,50118,116.673402,40.034375,顺义区
B000A7XZ4D,咱家生态餐厅,餐饮服务;中餐厅;中餐厅,50100,116.618268,40.364791,怀柔区
B0FFG6VFLB,冰城海鲜大排档,餐饮服务;中餐厅;海鲜酒楼,50119,116.487629,39.9008,朝阳区
B000A8XEBR,芝麻开火锅(平谷店),餐饮服务;中餐厅;火锅店,50117,117.130177,40.136479,平谷区
B0FFF6Q02R,安妮意大利餐厅(望京店),餐饮服务;外国餐厅;意式菜品餐厅,50205,116.481931,39.993752,朝阳区
B000A7PNCD,京东东北烧烤店,餐饮服务;中餐厅;特色/地方风味餐厅,50118,116.85213,40.384577,密云区
B000A8WBTJ,安妮意大利餐厅(光华国际店),餐饮服务;外国餐厅;意式菜品餐厅,50205,116.454486,39.915955,朝阳区
B000A85RYH,蜀香家常川菜,餐饮服务;中餐厅;四川菜(川菜),50102,116.673781,40.03507,顺义区
B0FFFVC8WX,古关火锅城,餐饮服务;中餐厅;火锅店,50117,117.275083,40.652621,密云区
B0FFF7LJWA,前一处美食馆(装修中),餐饮服务;中餐厅;综合酒楼,50101,116.19209,39.948221,石景山区
B000A8X3PW,大红果食府(海洪店),餐饮服务;中餐厅;综合酒楼,50101,116.626336,40.140103,顺义区
B000A87X1C,北京九樨餐厅,餐饮服务;中餐厅;中餐厅,50100,116.653012,40.287456,怀柔区
B000A80W62,海底捞火锅(劲松店),餐饮服务;中餐厅;火锅店,50117,116.473235,39.884676,朝阳区
B000A8URYB,许仙楼,餐饮服务;中餐厅;浙江菜,50106,116.444366,39.93173,朝阳区
B000A8ZJFG,开元食府(长兴路),餐饮服务;中餐厅;中餐厅,50100,116.188485,39.839561,丰台区
B000A81BH2,阿森(亚运村店),餐饮服务;中餐厅;海鲜酒楼,50119,116.415933,40.008974,朝阳区
B000A874WL,京都怀石花传,餐饮服务;中餐厅;中餐厅,50100,116.38653,39.993767,朝阳区
B000A85SSP,东湖渔村,餐饮服务;中餐厅;海鲜酒楼,50119,117.038173,40.476811,密云区
B0FFGFF4M4,徽州小镇(鼓楼大街店),餐饮服务;中餐厅;安徽菜(徽菜),50109,116.396994,39.951891,东城区
B000A8TZIN,早春二月西山会馆,餐饮服务;中餐厅;综合酒楼,50101,116.200278,39.937231,石景山区
B0FFG8S328,北京大红果餐饮有限公司,餐饮服务;中餐厅;综合酒楼|公司企业;公司;公司,050101|170200,116.851266,40.381747,密云区
B000AAF9AD,万珍楼饭店,餐饮服务;中餐厅;综合酒楼,50101,116.135668,39.726953,房山区
B000A9ETNU,7号院老菜馆(天竺店),餐饮服务;中餐厅;东北菜,50113,116.572421,40.062296,顺义区
B000A87PCC,呷哺呷哺(天桥商场店),餐饮服务;快餐厅;呷哺呷哺,50311,116.39805,39.880613,西城区
B0FFHW9U5V,素虎素食(前门店),餐饮服务;中餐厅;中式素菜馆,50120,116.393174,39.899735,西城区
B0FFHDWF2O,第六季自助餐厅(西三环北路店),餐饮服务;中餐厅;中餐厅,50100,116.309003,39.953197,海淀区
B000A87F1X,黎昌海鲜(陶然店),餐饮服务;中餐厅;海鲜酒楼,50119,116.387219,39.870161,东城区
B000A8391R,大嫂焖肉,餐饮服务;中餐厅;中餐厅,50100,116.471358,39.988569,朝阳区
B000A80OR5,大清花宫廷烤鸭(方庄店),餐饮服务;中餐厅;特色/地方风味餐厅,50118,116.437254,39.866251,丰台区
B000A8XE4S,华盛园宾馆(南苑机场店),餐饮服务;中餐厅;中餐厅,50100,116.380198,39.804049,丰台区
B0FFGB6SMI,美辰大酒楼,餐饮服务;中餐厅;综合酒楼,50101,116.089815,39.933872,门头沟区
B000ABBXPV,北京福海家园餐厅,餐饮服务;中餐厅;综合酒楼,50101,116.661732,40.292379,怀柔区
B000A831C0,渔公码头(方庄店),餐饮服务;中餐厅;综合酒楼,50101,116.432855,39.865666,丰台区
B000A84BMO,素虎(清华店),餐饮服务;中餐厅;中式素菜馆,50120,116.334983,39.996281,海淀区
B000A87F45,红太阳生态园(来广营店),餐饮服务;中餐厅;中餐厅,50100,116.447944,40.025763,朝阳区
B000A8WAQA,唐宫海鲜舫(丰联广场店),餐饮服务;中餐厅;海鲜酒楼,50119,116.438568,39.923906,朝阳区
B0FFH0MW54,三山阳坊涮肉(闵庄店),餐饮服务;中餐厅;火锅店,50117,116.248231,39.963421,海淀区
B000A8VZSV,田老师红烧肉(上地六街店),餐饮服务;快餐厅;快餐厅,50300,116.303429,40.042578,海淀区
B000A7S6SE,新川办餐厅,餐饮服务;中餐厅;四川菜(川菜),50102,116.455012,39.850094,朝阳区
B000A7O4SN,京新发酒店,餐饮服务;中餐厅;综合酒楼,50101,116.341867,39.823361,丰台区
B000A8U4QQ,裕德楼食府,餐饮服务;中餐厅;中餐厅,50100,116.426849,39.921802,东城区
B000A840Q1,龙隆昌食府(高塔街店),餐饮服务;中餐厅;综合酒楼,50101,115.97672,40.464983,延庆区
B0FFG9RVVD,重庆鲜货老灶火锅(动物园直营店),餐饮服务;中餐厅;火锅店,50117,116.334278,39.938628,西城区
B000A84BNN,全聚德烤鸭店(双榆树店),餐饮服务;中餐厅;北京菜,50111,116.32871,39.966875,海淀区
B000A95BZQ,将太无二(赛特购物中心),餐饮服务;外国餐厅;日本料理,50202,116.441668,39.907196,朝阳区
B000AAASU0,铃木食堂(杨梅竹店),餐饮服务;外国餐厅;日本料理,50202,116.39361,39.895977,西城区
B0FFFQ0WFB,古北水镇烧肉馆,餐饮服务;中餐厅;特色/地方风味餐厅,50118,117.278312,40.653915,密云区
B000A7BGLL,大三元(景山店),餐饮服务;中餐厅;中餐厅,50100,116.394006,39.923412,西城区
B000A7JUM7,大亨酒家,餐饮服务;中餐厅;潮州菜,50123,116.418147,39.974034,朝阳区
B000A7YNOD,浏阳河大酒楼(泉宗南路),餐饮服务;中餐厅;综合酒楼,50101,116.301344,39.960808,海淀区
B000AA1BV3,云海肴·云南菜(金地广场),餐饮服务;中餐厅;云贵菜,50114,116.474543,39.909296,朝阳区
B000A8X7ML,金泉美食宫(金泉广场店),餐饮服务;中餐厅;中餐厅,50100,116.412223,40.006064,朝阳区
B0FFH9KKCY,谈骨论斤大盆骨(顺义店),餐饮服务;中餐厅;中餐厅,50100,116.65004,40.117766,顺义区
B0FFF34UN6,峨眉酒家时尚餐厅丁宫保,餐饮服务;中餐厅;四川菜(川菜),50102,116.353191,39.930998,西城区
B000AA1BLT,韭园酱菜,餐饮服务;中餐厅;中餐厅,50100,116.026273,39.970703,门头沟区
B000A87GJA,小云南(美术馆店),餐饮服务;中餐厅;云贵菜,50114,116.406781,39.926857,东城区
B0FFFAHAZJ,正宗云南过桥米线(翠微路店)(暂停营业),餐饮服务;中餐厅;特色/地方风味餐厅,50118,116.30022,39.910339,海淀区
B0FFHDDK74,泰合院(月坛店),餐饮服务;外国餐厅;泰国/越南菜品餐厅,50206,116.340856,39.913828,西城区
B0FFFAIODT,状元香云南过桥米线,餐饮服务;中餐厅;云贵菜,50114,116.324552,39.903917,海淀区
B000A7YYPF,护国寺小吃(护国寺总店),餐饮服务;中餐厅;中餐厅,50100,116.374837,39.935096,西城区
B000A87J46,老诚一锅(亚运村店),餐饮服务;中餐厅;火锅店,50117,116.414887,39.994923,朝阳区
B000AA0I7A,寿州大饭店,餐饮服务;中餐厅;综合酒楼|住宿服务;宾馆酒店;宾馆酒店,050101|100100,116.334249,39.899122,海淀区
B000A7KVRV,金鼎轩(方庄店),餐饮服务;中餐厅;综合酒楼,50101,116.431873,39.865649,丰台区
B000A8WAI1,晋阳饭庄(永定路店),餐饮服务;中餐厅;特色/地方风味餐厅,50118,116.26299,39.909935,海淀区
B000A7QH3C,松子日本料理(朝阳北路店),餐饮服务;外国餐厅;日本料理,50202,116.464003,39.923584,朝阳区
B000A7R0A2,宴桃园火锅店,餐饮服务;中餐厅;火锅店,50117,115.901348,40.377408,延庆区
B0FFFC2OTR,台上设计餐厅,餐饮服务;中餐厅;广东菜(粤菜),50103,116.423908,39.948468,东城区
B000A7OYIQ,凤凰岭餐厅(龙泉寺北路),餐饮服务;中餐厅;中餐厅,50100,116.098891,40.105907,海淀区
B0FFHEP10D,四季民福烤鸭店(前门大栅栏店),餐饮服务;中餐厅;特色/地方风味餐厅,50118,116.396499,39.895832,西城区
B000A879XL,眉州东坡酒楼(亦庄店),餐饮服务;中餐厅;四川菜(川菜),50102,116.510933,39.797161,大兴区
B000A16D28,御府新景,餐饮服务;中餐厅;综合酒楼,50101,116.380034,39.974963,海淀区
B000A8XB4W,眉州东坡酒楼(国奥村店),餐饮服务;中餐厅;四川菜(川菜),50102,116.381372,40.008497,朝阳区
B000A7GXL7,何贤记(北大店),餐饮服务;中餐厅;广东菜(粤菜),50103,116.305642,39.987354,海淀区
B000A8Y9OS,盛福源,餐饮服务;中餐厅;中餐厅,50100,116.765284,39.746765,通州区
B000AAEY0T,赛百味(鲁谷店),餐饮服务;快餐厅;快餐厅,50300,116.244235,39.903578,石景山区
B0FFFAH6TD,艾老大云南过桥米线,餐饮服务;中餐厅;特色/地方风味餐厅|餐饮服务;中餐厅;云贵菜,050118|050114,116.394745,39.888908,西城区
B000A9ILSU,嘉和一品粥(霄云路店),餐饮服务;中餐厅;中餐厅,50100,116.464394,39.953995,朝阳区
B000A87FCE,永和大王(东四十条店),餐饮服务;快餐厅;快餐厅,50300,116.427745,39.933518,东城区
B0FFFQ7M9C,黄泥烧鸽子(京周路),餐饮服务;中餐厅;中餐厅,50100,116.173387,39.77366,房山区
B000A88IJB,大觉寺绍兴菜馆,餐饮服务;中餐厅;中餐厅,50100,116.10668,40.052911,海淀区
B0FFFW4T43,重庆十八梯老火锅(蓟门里北路),餐饮服务;中餐厅;火锅店,50117,116.35001,39.973267,海淀区
B000A8WBJL,聚德华天护国寺小吃(天桥店),餐饮服务;中餐厅;特色/地方风味餐厅,50118,116.394355,39.887173,西城区
B000A8U8HJ,田老师红烧肉(鲁谷路店),餐饮服务;快餐厅;快餐厅,50300,116.227216,39.904281,石景山区
B0FFF54VYU,百花人家(门城水岸店),餐饮服务;中餐厅;中餐厅,50100,116.117453,39.942342,石景山区
B000A14AFF,三合楼(三源里街店),餐饮服务;中餐厅;东北菜,50113,116.455992,39.952536,朝阳区
B0FFG7LPYC,Pakpak喜悦泰,餐饮服务;外国餐厅;泰国/越南菜品餐厅,50206,116.481761,39.99376,朝阳区
B000A7BJQJ,来涮蜀串串香火锅(真武庙店),餐饮服务;中餐厅;火锅店,50117,116.351237,39.903843,西城区
B000A867YN,德宝卤煮店,餐饮服务;中餐厅;中餐厅,50100,116.185004,39.929551,石景山区
B000A83IS5,金百万美食广场,餐饮服务;中餐厅;特色/地方风味餐厅,50118,117.116455,40.140874,平谷区
B000A85XRS,百花人家(清水镇店),餐饮服务;中餐厅;中餐厅,50100,115.626112,39.943568,门头沟区
B000A84319,晶湖湾(北花市店),餐饮服务;中餐厅;海鲜酒楼,50119,116.427108,39.898658,东城区
B000A9R5S2,田老师红烧肉(丰台石榴中心店),餐饮服务;快餐厅;快餐厅,50300,116.41547,39.839297,丰台区
B000A8XFFI,北京福楼法餐厅,餐饮服务;外国餐厅;法式菜品餐厅,50204,116.470461,39.963553,朝阳区
B000A7TYKS,眉州东坡酒楼(密云店),餐饮服务;中餐厅;四川菜(川菜),50102,116.863666,40.376635,密云区
B0FFFTPPZ5,名门菜根香(大马环岛店),餐饮服务;中餐厅;四川菜(川菜),50102,117.123101,40.140728,平谷区
B000A8VTT2,一轩饺子馆(北小河店),餐饮服务;中餐厅;特色/地方风味餐厅,50118,116.457088,40.005638,朝阳区
B000A85NJS,田老师红烧肉(世纪村店),餐饮服务;快餐厅;快餐厅,50300,116.430535,39.995371,朝阳区
B0FFG8VSZ0,丹江渔村(四季青店),餐饮服务;中餐厅;海鲜酒楼,50119,116.256741,39.937768,海淀区
B000A8USZM,麦当劳就餐区(3号航站楼C区),餐饮服务;快餐厅;麦当劳,50302,116.617663,40.054773,顺义区
B000A8X8AR,田老师红烧肉(北京西站店)(装修中),餐饮服务;快餐厅;快餐厅,50300,116.328657,39.89643,西城区
B000A9JKV2,晋风庄园(大兴店),餐饮服务;中餐厅;安徽菜(徽菜),50109,116.381494,39.763946,大兴区
B000A9D9FC,THE BRICK,餐饮服务;外国餐厅;外国餐厅,50200,116.465151,39.895472,朝阳区
B0FFF62BPH,小吊梨汤(后沙峪店),餐饮服务;中餐厅;中餐厅,50100,116.542975,40.098921,顺义区
B000A9K0F8,东来顺(中关村海淀大街店),餐饮服务;中餐厅;火锅店,50117,116.307826,39.982192,海淀区
B000A8755P,大董(金宝汇购物中心),餐饮服务;中餐厅;特色/地方风味餐厅,50118,116.421159,39.915178,东城区
B000A8X88R,海底捞火锅(大屯北路店),餐饮服务;中餐厅;火锅店,50117,116.412728,40.006152,朝阳区
B000A9JJG9,豪尚豪牛排馆(方庄店),餐饮服务;外国餐厅;西餐厅(综合风味),50201,116.431164,39.866391,丰台区
B0FFGAQ4F8,红舵回头,餐饮服务;中餐厅;火锅店,50117,116.4652,39.891286,朝阳区
B000A82T2N,川浙会(上地店),餐饮服务;中餐厅;浙江菜,50106,116.311416,40.030587,海淀区
B000A7D39H,黎昌海鲜大酒楼(方庄店),餐饮服务;中餐厅;海鲜酒楼,50119,116.444357,39.871473,丰台区
B000A69BF8,羲和雅居,餐饮服务;中餐厅;广东菜(粤菜),50103,116.446316,39.917195,朝阳区
B000A867WP,潇湘码头(安宁庄店),餐饮服务;中餐厅;湖南菜(湘菜),50108,116.330301,40.040624,海淀区
B000A7C24Z,东城阁湘菜馆(府前东街店),餐饮服务;中餐厅;湖南菜(湘菜),50108,116.638533,40.316111,怀柔区
B000A8XDH2,如鱼得水(机场店),餐饮服务;中餐厅;中餐厅,50100,116.589967,40.041956,顺义区
B000A87R2V,健将一品粥(永定路店),餐饮服务;中餐厅;中餐厅,50100,116.265283,39.90714,海淀区
B000A85MOO,乔家大院食府(建外大街店),餐饮服务;中餐厅;综合酒楼,50101,116.443241,39.90557,朝阳区
B000A84ET6,北京小肠陈卤煮(花乡草桥分店),餐饮服务;中餐厅;中餐厅,50100,116.360136,39.850016,丰台区
B000A85N8W,田老师红烧肉(朝阳公园店),餐饮服务;快餐厅;快餐厅,50300,116.472017,39.944838,朝阳区
B000AAF6A0,杨国福麻辣烫(国贸建外店),餐饮服务;中餐厅;特色/地方风味餐厅,50118,116.458286,39.905795,朝阳区
B000A9N487,潇湘府(望京店),餐饮服务;中餐厅;湖南菜(湘菜),50108,116.459444,40.011575,朝阳区
B000A80XDO,金水桃源饭店(南站角门店),餐饮服务;中餐厅;中餐厅,50100,116.378389,39.843655,丰台区
B000A7WRCB,北京厚德轩饭庄,餐饮服务;中餐厅;清真菜馆,50121,116.84478,40.372198,密云区
B0FFFADMXW,白河渔家农家餐厅,体育休闲服务;休闲场所;休闲场所|餐饮服务;中餐厅;中餐厅,080500|050100,116.294613,40.661692,延庆区
B000A8W3IE,眉州东坡酒楼(泛海店),餐饮服务;中餐厅;四川菜(川菜),50102,116.501267,39.938719,朝阳区
B0FFG8NYD9,东长安饭店(国贸双井店),餐饮服务;中餐厅;中餐厅,50100,116.460895,39.890981,朝阳区
B000A80JDF,潇湘酒家(广安门外南街),餐饮服务;中餐厅;湖南菜(湘菜),50108,116.346525,39.887815,西城区
B0FFFAELG4,金釜山自助烤肉(大成路店),餐饮服务;外国餐厅;韩国料理,50203,116.255119,39.889745,丰台区
B0FFGE7W85,馋院儿,餐饮服务;中餐厅;中餐厅,50100,116.430055,39.916058,东城区
B000AA42FK,杨家秘笈重庆火锅(朝阳门外店),餐饮服务;中餐厅;火锅店,50117,116.448608,39.924144,朝阳区
B000A9OWQ3,淮河坊(安苑里店),餐饮服务;中餐厅;综合酒楼,50101,116.407976,39.979285,朝阳区
B000A7BGWE,沪江香满楼,餐饮服务;中餐厅;上海菜,50107,116.426364,39.933285,东城区
B000A395DC,万吉大丰和(世纪城店),餐饮服务;中餐厅;综合酒楼,50101,116.284028,39.950583,海淀区
B0FFFYUPSC,度小月(大悦城朝阳店),餐饮服务;中餐厅;中餐厅,50100,116.5181,39.924011,朝阳区
B000ABBS8S,蓝杉西餐咖啡(万达店)(装修中),餐饮服务;外国餐厅;西餐厅(综合风味),50201,116.476067,39.9104,朝阳区
B000A8Z9GK,蓝钻自助百汇(石景山店),餐饮服务;中餐厅;中餐厅,50100,116.245247,39.903409,石景山区
